accident_id,state,city,accident_datetime,year,month,weekday,hour,weather_conditions,road_condition,road_type,vehicle_type,traffic_control_presence,junction_type,lighting_conditions,speed_limit_kmph,driver_age,driver_gender,driver_license_status,alcohol_involvement,number_of_vehicles_involved,number_of_casualties,number_of_fatalities,visibility_km,temperature_c,latitude,longitude,severity,hour_of_day,rush_hour,weekend,night_time,weather_category,visibility_risk,casualty_rate,fatality_flag
IND-ACC-03855,Gujarat,Ahmedabad,2022-01-25 17:36:00,2022,January,Tuesday,17,Clear,Dry,Urban Arterial,Car,Uncontrolled,T-Junction,Daylight,50,37.0,Male,Valid,No,2,3,0,7.23,26.0,22.95958,72.66229,Minor,17,1,0,0,Normal,Moderate,1.5,0
IND-ACC-03856,West Bengal,Howrah,2022-04-06 09:58:00,2022,April,Wednesday,9,Clear,Dry,Intersection,Car,Roundabout,Cross Junction,Street Lights,30,23.0,Male,Valid,No,2,3,0,3.81,29.35,22.65495,88.17145,Minor,9,1,0,0,Normal,High,1.5,0
IND-ACC-03857,Tamil Nadu,Madurai,2023-01-03 15:37:00,2023,January,Tuesday,15,Clear,Slippery,Urban Arterial,Two-Wheeler,Signal Present,Non-Junction,Daylight,30,37.0,Male,Valid,Yes,2,2,0,6.59,18.4,9.94699,78.2057,Minor,15,0,0,0,Normal,Moderate,1.0,0
IND-ACC-03858,Kerala,Kozhikode,2020-06-02 03:34:00,2020,June,Tuesday,3,Rain,Dry,Highway,Bus,Signal Present,Cross Junction,Street Lights,80,20.0,Female,Valid,No,1,1,0,8.13,36.2,11.34508,75.8063,Minor,3,0,0,1,Adverse,Low,1.0,0
IND-ACC-03859,Tamil Nadu,Coimbatore,2022-04-27 19:29:00,2022,April,Wednesday,19,Clear,Dry,Intersection,Truck,Signal Present,T-Junction,Street Lights,40,24.0,Female,Valid,No,1,1,0,10.68,36.5,11.05699,77.07476,Minor,19,1,0,0,Normal,Low,1.0,0
IND-ACC-03860,Uttar Pradesh,Lucknow,2023-10-08 19:05:00,2023,October,Sunday,19,Clear,Damaged,Highway,Bus,Stop Sign,T-Junction,Daylight,100,20.0,Male,Valid,Yes,2,4,0,7.33,23.4,26.85311,80.91848,Serious,19,1,1,0,Normal,Moderate,2.0,0
IND-ACC-03861,Rajasthan,Jaipur,2021-04-04 16:24:00,2021,April,Sunday,16,Clear,Dry,Urban Arterial,Auto-Rickshaw,Roundabout,Cross Junction,Poor Lighting,60,36.0,Male,Valid,No,2,1,0,6.29,41.7,26.93453,75.85902,Minor,16,0,1,0,Normal,Moderate,0.5,0
IND-ACC-03862,Delhi,Rohini,2023-09-17 08:16:00,2023,September,Sunday,8,Rain,Dry,Urban Arterial,Two-Wheeler,Stop Sign,Cross Junction,Daylight,50,36.0,Female,Learner,No,2,3,0,6.61,30.0,28.76322,77.06483,Minor,8,1,1,0,Adverse,Moderate,1.5,0
IND-ACC-03863,Karnataka,Mysuru,2021-09-16 18:42:00,2021,September,Thursday,18,Clear,Wet,Urban Arterial,Auto-Rickshaw,Uncontrolled,Cross Junction,Daylight,80,48.0,Male,Valid,No,2,1,0,6.95,30.6,12.32395,76.62044,Serious,18,1,0,0,Normal,Moderate,0.5,0
IND-ACC-03864,Karnataka,Hubballi,2023-11-17 22:20:00,2023,November,Friday,22,Fog,Dry,Residential,Auto-Rickshaw,Signal Present,Non-Junction,Daylight,40,20.0,Male,Valid,No,4,2,0,1.62,32.8,15.29854,75.13288,Minor,22,0,0,1,Adverse,Critical,0.5,0
IND-ACC-03865,Delhi,Dwarka,2022-11-14 16:38:00,2022,November,Monday,16,Clear,Dry,Urban Arterial,Truck,Uncontrolled,Non-Junction,Poor Lighting,50,51.0,Male,Valid,No,2,2,0,6.605,26.1,28.61097,76.98633,Minor,16,0,0,0,Normal,Moderate,1.0,0
IND-ACC-03866,Gujarat,Surat,2023-10-02 07:31:00,2023,October,Monday,7,Clear,Under Construction,Intersection,Two-Wheeler,Signal Present,Cross Junction,Street Lights,50,51.0,Male,Valid,No,2,3,0,7.33,29.6,21.30141,72.76129,Minor,7,1,0,0,Normal,Moderate,1.5,0
IND-ACC-03867,Maharashtra,Mumbai,2021-01-09 16:51:00,2021,January,Saturday,16,Clear,Dry,Intersection,Two-Wheeler,Uncontrolled,Cross Junction,No Lighting,50,37.0,Male,Expired,No,3,2,0,1.77,24.6,19.09723,72.79723,Minor,16,0,1,0,Normal,Critical,0.67,0
IND-ACC-03868,Tamil Nadu,Coimbatore,2018-05-01 22:19:00,2018,May,Tuesday,22,Rain,Wet,Residential,Truck,Roundabout,Non-Junction,No Lighting,80,31.0,Male,Valid,Yes,4,3,0,9.19,33.9,11.01872,76.97273,Serious,22,0,0,1,Adverse,Low,0.75,0
IND-ACC-03869,Maharashtra,Nagpur,2020-04-14 06:25:00,2020,April,Tuesday,6,Clear,Wet,Residential,Two-Wheeler,Stop Sign,Non-Junction,Poor Lighting,40,30.0,Male,Valid,No,2,1,0,5.68,30.9,21.09424,78.9861,Minor,6,0,0,0,Normal,Moderate,0.5,0
IND-ACC-03870,Maharashtra,Nagpur,2019-12-06 06:38:00,2019,December,Friday,6,Clear,Dry,Urban Arterial,Car,Uncontrolled,Non-Junction,Daylight,30,45.0,Male,Valid,No,2,1,0,8.46,24.5,21.12343,79.09896,Minor,6,0,0,0,Normal,Low,0.5,0
IND-ACC-03871,Telangana,Hyderabad,2023-07-21 08:48:00,2023,July,Friday,8,Rain,Dry,Highway,Auto-Rickshaw,Stop Sign,T-Junction,Daylight,50,22.0,Male,Valid,No,2,2,0,5.92,28.7,17.42183,78.39446,Minor,8,1,0,0,Adverse,Moderate,1.0,0
IND-ACC-03872,Delhi,Rohini,2019-04-06 17:21:00,2019,April,Saturday,17,Clear,Wet,Highway,Car,Uncontrolled,Non-Junction,No Lighting,30,26.0,Male,Valid,No,1,1,0,3.35,29.75,28.76054,76.87639,Serious,17,1,1,0,Normal,High,1.0,0
IND-ACC-03873,Karnataka,Bengaluru,2018-11-26 18:29:00,2018,November,Monday,18,Cloudy,Wet,Intersection,Bus,Uncontrolled,Non-Junction,Daylight,60,35.0,Female,Learner,No,2,1,0,4.37,16.4,12.92308,77.58535,Minor,18,1,0,0,Normal,High,0.5,0
IND-ACC-03874,Rajasthan,Jaipur,2023-06-20 14:57:00,2023,June,Tuesday,14,Clear,Wet,Highway,Two-Wheeler,Signal Present,Roundabout,Daylight,40,18.0,Male,Learner,No,1,1,0,5.1,39.1,26.87552,75.77404,Minor,14,0,0,0,Normal,Moderate,1.0,0
IND-ACC-03875,West Bengal,Kolkata,2021-07-09 18:57:00,2021,July,Friday,18,Rain,Dry,Intersection,Car,Stop Sign,Non-Junction,Daylight,60,29.0,Male,Valid,No,4,1,0,6.61,28.9,22.53365,88.35577,Minor,18,1,0,0,Adverse,Moderate,0.25,0
IND-ACC-03876,Tamil Nadu,Madurai,2018-10-26 16:15:00,2018,October,Friday,16,Clear,Damaged,Intersection,Auto-Rickshaw,Signal Present,T-Junction,Daylight,30,25.0,Male,Valid,No,2,1,0,4.49,29.7,9.88913,78.02626,Minor,16,0,0,0,Normal,High,0.5,0
IND-ACC-03877,Telangana,Warangal,2023-03-16 16:26:00,2023,March,Thursday,16,Rain,Damaged,Intersection,Two-Wheeler,Roundabout,Non-Junction,No Lighting,40,37.0,Male,Valid,No,2,1,0,8.48,30.9,17.90166,79.66121,Minor,16,0,0,0,Adverse,Low,0.5,0
IND-ACC-03878,Maharashtra,Pune,2021-09-15 06:15:00,2021,September,Wednesday,6,Clear,Wet,Urban Arterial,Two-Wheeler,Uncontrolled,Non-Junction,Daylight,40,33.0,Male,Learner,No,2,1,0,6.24,32.8,18.55224,73.71898,Minor,6,0,0,0,Normal,Moderate,0.5,0
IND-ACC-03879,Telangana,Hyderabad,2022-02-11 16:28:00,2022,February,Friday,16,Heat,Dry,Residential,Car,Stop Sign,Non-Junction,Daylight,40,25.0,Male,Valid,No,2,1,0,5.22,21.2,17.39862,78.45292,Minor,16,0,0,0,Normal,Moderate,0.5,0
IND-ACC-03880,Tamil Nadu,Madurai,2022-04-25 15:27:00,2022,April,Monday,15,Clear,Dry,Residential,Truck,Uncontrolled,Cross Junction,Street Lights,60,23.0,Male,Valid,No,2,1,0,7.7,30.9,9.91705,78.15445,Minor,15,0,0,0,Normal,Moderate,0.5,0
IND-ACC-03881,Telangana,Warangal,2023-06-26 14:37:00,2023,June,Monday,14,Storm,Dry,Urban Arterial,Truck,Roundabout,Non-Junction,Daylight,80,44.0,Male,Learner,No,3,1,0,5.52,31.3,17.89812,79.56664,Minor,14,0,0,0,Adverse,Moderate,0.33,0
IND-ACC-03882,Rajasthan,Jodhpur,2022-03-19 12:34:00,2022,March,Saturday,12,Clear,Wet,Rural Road,Two-Wheeler,Signal Present,Non-Junction,Poor Lighting,60,27.0,Male,Valid,No,2,1,0,5.67,35.8,26.19408,73.10048,Minor,12,0,1,0,Normal,Moderate,0.5,0
IND-ACC-03883,Kerala,Thiruvananthapuram,2018-07-17 18:19:00,2018,July,Tuesday,18,Clear,Dry,Rural Road,Two-Wheeler,Uncontrolled,T-Junction,No Lighting,60,20.0,Male,Valid,No,1,1,0,9.26,32.1,8.63045,76.96699,Minor,18,1,0,0,Normal,Low,1.0,0
IND-ACC-03884,West Bengal,Howrah,2019-03-26 18:03:00,2019,March,Tuesday,18,Clear,Wet,Urban Arterial,Two-Wheeler,Signal Present,Cross Junction,Street Lights,100,28.0,Female,Valid,No,2,1,0,7.8,26.2,22.54136,88.21984,Minor,18,1,0,0,Normal,Moderate,0.5,0
IND-ACC-03885,Karnataka,Bengaluru,2022-11-21 19:19:00,2022,November,Monday,19,Rain,Dry,Intersection,Truck,Signal Present,Roundabout,Daylight,30,41.0,Male,Valid,No,1,1,0,4.93,26.8,12.8876,77.72411,Minor,19,1,0,0,Adverse,High,1.0,0
IND-ACC-03886,Kerala,Thiruvananthapuram,2023-01-21 10:11:00,2023,January,Saturday,10,Fog,Damaged,Residential,Car,Signal Present,Non-Junction,Poor Lighting,60,18.0,Male,Valid,No,3,2,0,1.89,26.7,8.52818,76.92157,Minor,10,0,1,0,Adverse,Critical,0.67,0
IND-ACC-03887,Telangana,Nizamabad,2021-05-27 17:43:00,2021,May,Thursday,17,Fog,Dry,Intersection,Bus,Roundabout,Cross Junction,Daylight,80,34.0,Male,Expired,No,2,2,0,2.035,29.6,18.59501,78.08452,Serious,17,1,0,0,Adverse,Critical,1.0,0
IND-ACC-03888,Maharashtra,Mumbai,2021-12-24 18:17:00,2021,December,Friday,18,Fog,Dry,Highway,Two-Wheeler,Signal Present,T-Junction,Daylight,40,43.0,Male,Valid,No,2,1,0,3.03,27.9,19.021,72.86023,Minor,18,1,0,0,Adverse,High,0.5,0
IND-ACC-03889,Telangana,Warangal,2018-11-14 06:11:00,2018,November,Wednesday,6,Clear,Dry,Urban Arterial,Truck,Uncontrolled,Y-Junction,Daylight,30,38.0,Male,Valid,No,3,3,0,2.8,21.7,17.96183,79.54364,Minor,6,0,0,0,Normal,High,1.0,0
IND-ACC-03890,Gujarat,Surat,2022-11-25 20:56:00,2022,November,Friday,20,Clear,Dry,Highway,Bus,Stop Sign,Roundabout,No Lighting,30,18.0,Male,Valid,No,2,1,0,7.74,22.5,21.10238,72.87038,Minor,20,0,0,1,Normal,Moderate,0.5,0
IND-ACC-03891,West Bengal,Kolkata,2020-04-10 15:16:00,2020,April,Friday,15,Rain,Dry,Intersection,Car,Uncontrolled,Roundabout,Daylight,30,41.0,Male,Valid,No,2,1,0,6.52,43.0,22.55272,88.37421,Minor,15,0,0,0,Adverse,Moderate,0.5,0
IND-ACC-03892,Gujarat,Vadodara,2020-10-06 05:44:00,2020,October,Tuesday,5,Rain,Dry,Urban Arterial,Bus,Roundabout,Non-Junction,Daylight,30,41.0,Male,Invalid,No,1,2,0,10.19,23.7,22.24132,73.17126,Minor,5,0,0,1,Adverse,Low,2.0,0
IND-ACC-03893,Rajasthan,Udaipur,2019-03-06 03:50:00,2019,March,Wednesday,3,Cloudy,Dry,Rural Road,Two-Wheeler,Police Managed,Non-Junction,No Lighting,80,34.5,Male,Valid,No,3,1,0,6.44,29.6,24.57791,73.79048,Minor,3,0,0,1,Normal,Moderate,0.33,0
IND-ACC-03894,Rajasthan,Udaipur,2020-12-12 16:43:00,2020,December,Saturday,16,Clear,Dry,Urban Arterial,Two-Wheeler,Uncontrolled,Non-Junction,Daylight,60,18.0,Male,Valid,No,1,1,0,7.83,28.8,24.65474,73.71445,Minor,16,0,1,0,Normal,Moderate,1.0,0
IND-ACC-03895,Kerala,Thiruvananthapuram,2022-09-03 20:52:00,2022,September,Saturday,20,Storm,Dry,Intersection,Two-Wheeler,Police Managed,T-Junction,Daylight,30,52.0,Female,Valid,No,2,2,0,5.28,28.8,8.43173,77.05638,Minor,20,0,1,1,Adverse,Moderate,1.0,0
IND-ACC-03896,Kerala,Thiruvananthapuram,2018-12-26 20:47:00,2018,December,Wednesday,20,Heat,Slippery,Rural Road,Auto-Rickshaw,Signal Present,Cross Junction,No Lighting,40,45.0,Male,Valid,No,1,2,0,10.28,27.2,8.56215,76.86248,Minor,20,0,0,1,Normal,Low,2.0,0
IND-ACC-03897,Maharashtra,Nagpur,2019-12-02 20:27:00,2019,December,Monday,20,Clear,Dry,Rural Road,Car,Police Managed,Non-Junction,Daylight,50,31.0,Male,Valid,No,3,3,0,7.38,22.7,21.09093,79.07164,Minor,20,0,0,1,Normal,Moderate,1.0,0
IND-ACC-03898,Telangana,Nizamabad,2022-04-10 12:08:00,2022,April,Sunday,12,Clear,Wet,Residential,Two-Wheeler,Roundabout,Non-Junction,No Lighting,50,26.0,Male,Valid,No,2,1,0,5.96,34.8,18.80808,77.95992,Minor,12,0,1,0,Normal,Moderate,0.5,0
IND-ACC-03899,Karnataka,Mysuru,2021-08-13 14:38:00,2021,August,Friday,14,Clear,Dry,Highway,Two-Wheeler,Signal Present,Roundabout,Daylight,80,31.0,Male,Valid,Yes,4,3,0,6.62,30.9,12.33685,76.57179,Serious,14,0,0,0,Normal,Moderate,0.75,0
IND-ACC-03900,Maharashtra,Mumbai,2018-12-25 07:31:00,2018,December,Tuesday,7,Rain,Dry,Urban Arterial,Bus,Signal Present,Non-Junction,Daylight,80,45.0,Male,Valid,No,2,1,0,7.44,18.0,19.11807,72.84591,Minor,7,1,0,0,Adverse,Moderate,0.5,0
IND-ACC-03901,Tamil Nadu,Coimbatore,2020-11-22 15:02:00,2020,November,Sunday,15,Cloudy,Dry,Highway,Car,Signal Present,Y-Junction,Daylight,50,22.0,Male,Valid,No,2,1,0,7.7,30.7,11.0402,77.00069,Minor,15,0,1,0,Normal,Moderate,0.5,0
IND-ACC-03902,Karnataka,Mysuru,2021-01-07 12:15:00,2021,January,Thursday,12,Cloudy,Dry,Residential,Two-Wheeler,Signal Present,Non-Junction,Daylight,80,29.0,Male,Valid,Yes,3,3,0,7.68,17.7,12.28324,76.66901,Minor,12,0,0,0,Normal,Moderate,1.0,0
IND-ACC-03903,Delhi,Dwarka,2023-12-15 08:04:00,2023,December,Friday,8,Storm,Dry,Highway,Car,Police Managed,T-Junction,Daylight,60,28.0,Male,Valid,No,2,1,0,2.77,24.9,28.61662,77.09982,Serious,8,1,0,0,Adverse,High,0.5,0
IND-ACC-03904,Gujarat,Vadodara,2022-10-27 16:06:00,2022,October,Thursday,16,Rain,Slippery,Residential,Two-Wheeler,Uncontrolled,Non-Junction,Street Lights,50,20.0,Male,Valid,No,2,1,0,4.78,33.0,22.22692,73.17626,Minor,16,0,0,0,Adverse,High,0.5,0
IND-ACC-03905,Karnataka,Hubballi,2021-08-22 21:29:00,2021,August,Sunday,21,Storm,Slippery,Residential,Truck,Signal Present,Non-Junction,Daylight,50,27.0,Male,Valid,No,2,2,0,3.7,28.5,15.43706,75.07884,Minor,21,0,1,1,Adverse,High,1.0,0
IND-ACC-03906,Gujarat,Vadodara,2022-01-26 18:07:00,2022,January,Wednesday,18,Clear,Damaged,Rural Road,Car,Signal Present,T-Junction,Poor Lighting,30,33.0,Male,Valid,No,3,3,0,5.14,21.7,22.27791,73.09541,Minor,18,1,0,0,Normal,Moderate,1.0,0
IND-ACC-03907,Maharashtra,Pune,2021-01-26 18:01:00,2021,January,Tuesday,18,Cloudy,Dry,Urban Arterial,Two-Wheeler,Roundabout,Non-Junction,Poor Lighting,40,46.0,Male,Valid,No,1,1,0,5.42,17.6,18.61034,73.80028,Minor,18,1,0,0,Normal,Moderate,1.0,0
IND-ACC-03908,Delhi,Rohini,2023-11-14 20:54:00,2023,November,Tuesday,20,Cloudy,Dry,Urban Arterial,Truck,Uncontrolled,Non-Junction,Street Lights,50,31.0,Male,Valid,No,2,1,0,7.38,24.8,28.77609,77.07773,Minor,20,0,0,1,Normal,Moderate,0.5,0
IND-ACC-03909,Uttar Pradesh,Lucknow,2021-02-27 12:10:00,2021,February,Saturday,12,Clear,Wet,Urban Arterial,Car,Roundabout,Cross Junction,Street Lights,50,38.0,Male,Valid,No,3,1,0,5.38,20.3,26.80874,80.94703,Minor,12,0,1,0,Normal,Moderate,0.33,0
IND-ACC-03910,Maharashtra,Mumbai,2022-12-04 19:01:00,2022,December,Sunday,19,Fog,Dry,Urban Arterial,Bus,Signal Present,Roundabout,Daylight,50,26.0,Male,Valid,No,2,1,0,3.31,21.4,19.0918,72.99318,Minor,19,1,1,0,Adverse,High,0.5,0
IND-ACC-03911,West Bengal,Howrah,2018-11-14 17:12:00,2018,November,Wednesday,17,Cloudy,Dry,Intersection,Bus,Signal Present,T-Junction,Daylight,30,39.0,Male,Valid,No,1,2,0,3.31,29.1,22.66338,88.24042,Minor,17,1,0,0,Normal,High,2.0,0
IND-ACC-03912,Delhi,Dwarka,2022-11-10 05:03:00,2022,November,Thursday,5,Clear,Dry,Urban Arterial,Truck,Roundabout,Cross Junction,Daylight,50,18.0,Male,Valid,No,2,1,0,6.39,22.2,28.62663,77.17729,Minor,5,0,0,1,Normal,Moderate,0.5,0
IND-ACC-03913,Rajasthan,Jaipur,2018-07-06 08:24:00,2018,July,Friday,8,Clear,Wet,Urban Arterial,Truck,Signal Present,Y-Junction,Daylight,30,38.0,Male,Valid,No,1,1,0,11.44,30.9,26.92684,75.79073,Minor,8,1,0,0,Normal,Low,1.0,0
IND-ACC-03914,Karnataka,Hubballi,2018-03-18 00:27:00,2018,March,Sunday,0,Rain,Damaged,Urban Arterial,Two-Wheeler,Uncontrolled,T-Junction,Daylight,40,18.0,Male,Valid,No,2,1,0,6.63,23.2,15.36936,75.1462,Minor,0,0,1,1,Adverse,Moderate,0.5,0
IND-ACC-03915,Rajasthan,Jodhpur,2020-01-15 05:10:00,2020,January,Wednesday,5,Clear,Wet,Intersection,Auto-Rickshaw,Uncontrolled,Cross Junction,Daylight,30,40.0,Male,Expired,No,3,3,0,7.56,26.9,26.28108,73.05702,Minor,5,0,0,1,Normal,Moderate,1.0,0
IND-ACC-03916,Kerala,Thiruvananthapuram,2023-06-22 18:40:00,2023,June,Thursday,18,Clear,Slippery,Highway,Truck,Uncontrolled,Y-Junction,Daylight,50,50.0,Male,Valid,No,2,3,0,6.27,32.1,8.4505,77.01618,Minor,18,1,0,0,Normal,Moderate,1.5,0
IND-ACC-03917,Tamil Nadu,Chennai,2021-12-10 15:12:00,2021,December,Friday,15,Rain,Dry,Urban Arterial,Truck,Signal Present,Y-Junction,Daylight,50,32.0,Male,Valid,No,3,1,0,5.63,30.4,13.1509,80.22171,Minor,15,0,0,0,Adverse,Moderate,0.33,0
IND-ACC-03918,Tamil Nadu,Madurai,2023-02-20 08:24:00,2023,February,Monday,8,Clear,Dry,Highway,Two-Wheeler,Stop Sign,Roundabout,Street Lights,50,37.0,Male,Valid,No,2,1,0,4.54,25.9,9.89869,78.04255,Minor,8,1,0,0,Normal,High,0.5,0
IND-ACC-03919,West Bengal,Durgapur,2018-10-17 09:38:00,2018,October,Wednesday,9,Cloudy,Dry,Highway,Auto-Rickshaw,Roundabout,Non-Junction,Poor Lighting,50,18.0,Male,Valid,No,1,1,0,4.04,26.3,23.5361,87.38628,Minor,9,1,0,0,Normal,High,1.0,0
IND-ACC-03920,Uttar Pradesh,Lucknow,2020-07-15 16:26:00,2020,July,Wednesday,16,Rain,Dry,Rural Road,Two-Wheeler,Signal Present,Cross Junction,Daylight,30,26.0,Male,Valid,No,2,2,0,9.95,24.0,26.6836,81.05516,Minor,16,0,0,0,Adverse,Low,1.0,0
IND-ACC-03921,Rajasthan,Udaipur,2021-03-25 20:30:00,2021,March,Thursday,20,Rain,Wet,Urban Arterial,Two-Wheeler,Signal Present,Roundabout,Daylight,50,21.0,Male,Valid,No,1,2,0,10.54,33.8,24.62672,73.6787,Minor,20,0,0,1,Adverse,Low,2.0,0
IND-ACC-03922,Maharashtra,Nagpur,2023-08-05 11:21:00,2023,August,Saturday,11,Fog,Under Construction,Residential,Auto-Rickshaw,Uncontrolled,Y-Junction,Daylight,40,33.0,Male,Valid,No,1,2,0,0.93,25.0,21.12028,79.07445,Minor,11,0,1,0,Adverse,Critical,2.0,0
IND-ACC-03923,Karnataka,Mysuru,2021-02-10 14:59:00,2021,February,Wednesday,14,Clear,Wet,Urban Arterial,Auto-Rickshaw,Uncontrolled,Roundabout,Street Lights,50,27.0,Male,Valid,No,1,3,0,7.63,18.5,12.22252,76.60008,Minor,14,0,0,0,Normal,Moderate,3.0,0
IND-ACC-03924,Maharashtra,Nagpur,2019-11-10 15:45:00,2019,November,Sunday,15,Clear,Dry,Urban Arterial,Two-Wheeler,Signal Present,Roundabout,Daylight,30,45.0,Male,Valid,No,3,1,0,5.46,25.4,21.11912,79.12156,Minor,15,0,1,0,Normal,Moderate,0.33,0
IND-ACC-03925,Tamil Nadu,Chennai,2023-10-09 14:19:00,2023,October,Monday,14,Fog,Slippery,Residential,Truck,Signal Present,Roundabout,Daylight,40,25.0,Male,Valid,No,1,1,0,2.45,30.5,13.01912,80.3448,Minor,14,0,0,0,Adverse,Critical,1.0,0
IND-ACC-03926,Maharashtra,Pune,2023-08-11 04:46:00,2023,August,Friday,4,Cloudy,Dry,Rural Road,Two-Wheeler,Stop Sign,Non-Junction,No Lighting,80,18.0,Male,Invalid,No,2,2,0,6.36,30.6,18.65503,73.90704,Serious,4,0,0,1,Normal,Moderate,1.0,0
IND-ACC-03927,Karnataka,Bengaluru,2018-07-11 15:02:00,2018,July,Wednesday,15,Clear,Dry,Urban Arterial,Bus,Signal Present,T-Junction,Street Lights,100,30.0,Male,Expired,No,4,2,0,6.62,26.0,13.02655,77.59639,Minor,15,0,0,0,Normal,Moderate,0.5,0
IND-ACC-03928,Tamil Nadu,Coimbatore,2021-04-15 19:35:00,2021,April,Thursday,19,Heat,Dry,Highway,Truck,Uncontrolled,Cross Junction,Daylight,50,37.0,Male,Valid,Yes,2,3,0,3.72,43.0,11.03614,76.96743,Serious,19,1,0,0,Normal,High,1.5,0
IND-ACC-03929,Rajasthan,Jodhpur,2018-03-04 16:50:00,2018,March,Sunday,16,Heat,Wet,Highway,Two-Wheeler,Signal Present,T-Junction,Daylight,80,49.0,Male,Expired,No,2,2,0,3.38,34.8,26.21271,73.07157,Serious,16,0,1,0,Normal,High,1.0,0
IND-ACC-03930,Tamil Nadu,Madurai,2021-12-19 08:19:00,2021,December,Sunday,8,Clear,Dry,Intersection,Two-Wheeler,Signal Present,Cross Junction,Daylight,40,18.0,Male,Expired,No,1,1,0,10.15,21.1,9.93126,78.12594,Minor,8,1,1,0,Normal,Low,1.0,0
IND-ACC-03931,Uttar Pradesh,Lucknow,2020-01-06 20:15:00,2020,January,Monday,20,Rain,Wet,Highway,Car,Stop Sign,Y-Junction,Street Lights,60,36.0,Female,Valid,No,2,1,0,4.62,13.2,26.87517,80.96731,Minor,20,0,0,1,Adverse,High,0.5,0
IND-ACC-03932,Delhi,Dwarka,2019-09-24 10:47:00,2019,September,Tuesday,10,Rain,Wet,Rural Road,Car,Stop Sign,T-Junction,Daylight,60,18.0,Male,Valid,No,2,1,0,7.86,26.1,28.64397,77.08247,Minor,10,0,0,0,Adverse,Moderate,0.5,0
IND-ACC-03933,Karnataka,Mysuru,2019-08-01 18:00:00,2019,August,Thursday,18,Cloudy,Dry,Residential,Bus,Stop Sign,Non-Junction,Street Lights,60,40.0,Male,Valid,No,2,2,0,6.13,30.1,12.35203,76.73318,Minor,18,1,0,0,Normal,Moderate,1.0,0
IND-ACC-03934,West Bengal,Durgapur,2023-06-05 17:39:00,2023,June,Monday,17,Cloudy,Dry,Urban Arterial,Car,Uncontrolled,Y-Junction,Street Lights,80,55.0,Male,Valid,No,3,1,0,6.55,30.0,23.48785,87.33502,Minor,17,1,0,0,Normal,Moderate,0.33,0
IND-ACC-03935,Tamil Nadu,Madurai,2020-07-09 10:31:00,2020,July,Thursday,10,Clear,Damaged,Intersection,Truck,Uncontrolled,Cross Junction,Daylight,40,19.0,Male,Valid,No,2,1,0,3.03,32.2,9.77567,78.10869,Minor,10,0,0,0,Normal,High,0.5,0
IND-ACC-03936,Kerala,Thiruvananthapuram,2023-04-06 17:07:00,2023,April,Thursday,17,Rain,Dry,Intersection,Car,Signal Present,Non-Junction,Daylight,80,35.0,Female,Valid,No,1,2,0,6.25,31.0,8.50192,77.00332,Minor,17,1,0,0,Adverse,Moderate,2.0,0
IND-ACC-03937,Maharashtra,Nagpur,2020-12-02 07:19:00,2020,December,Wednesday,7,Fog,Damaged,Urban Arterial,Auto-Rickshaw,Signal Present,Non-Junction,Poor Lighting,40,18.0,Male,Valid,No,2,1,0,1.39,24.4,21.21803,79.02074,Minor,7,1,0,0,Adverse,Critical,0.5,0
IND-ACC-03938,Delhi,New Delhi,2018-09-19 09:54:00,2018,September,Wednesday,9,Clear,Damaged,Rural Road,Two-Wheeler,Stop Sign,Non-Junction,Daylight,80,43.0,Male,Invalid,No,4,2,0,6.7,29.7,28.63434,77.22003,Minor,9,1,0,0,Normal,Moderate,0.5,0
IND-ACC-03939,Uttar Pradesh,Kanpur,2019-03-04 06:07:00,2019,March,Monday,6,Clear,Dry,Urban Arterial,Two-Wheeler,Signal Present,T-Junction,Street Lights,30,33.0,Male,Valid,Yes,1,1,0,7.19,32.0,26.43616,80.26641,Minor,6,0,0,0,Normal,Moderate,1.0,0
IND-ACC-03940,Uttar Pradesh,Lucknow,2019-12-06 00:51:00,2019,December,Friday,0,Clear,Dry,Residential,Auto-Rickshaw,Uncontrolled,Cross Junction,Street Lights,30,38.0,Male,Valid,No,3,1,0,6.25,22.5,26.81447,80.98519,Minor,0,0,0,1,Normal,Moderate,0.33,0
IND-ACC-03941,Karnataka,Mysuru,2020-08-15 21:59:00,2020,August,Saturday,21,Rain,Dry,Urban Arterial,Two-Wheeler,Uncontrolled,Non-Junction,Poor Lighting,80,35.0,Female,Valid,No,2,3,0,9.11,34.9,12.30884,76.66932,Minor,21,0,1,1,Adverse,Low,1.5,0
IND-ACC-03942,Uttar Pradesh,Varanasi,2023-02-05 06:09:00,2023,February,Sunday,6,Clear,Wet,Highway,Two-Wheeler,Uncontrolled,Roundabout,Poor Lighting,30,18.0,Male,Valid,No,2,1,0,3.22,24.7,25.24756,83.03362,Minor,6,0,1,0,Normal,High,0.5,0
IND-ACC-03943,Telangana,Nizamabad,2023-11-08 17:47:00,2023,November,Wednesday,17,Rain,Dry,Intersection,Car,Uncontrolled,T-Junction,Street Lights,80,18.0,Male,Valid,Yes,3,1,0,5.65,25.2,18.76968,77.93829,Minor,17,1,0,0,Adverse,Moderate,0.33,0
